,E1,E2,REL
37107,CHEMICAL,CHEMICAL,Not
37108,CHEMICAL,CHEMICAL,Not
37109,CHEMICAL,CHEMICAL,Not
37110,CHEMICAL,CHEMICAL,Not
37111,GENE-N,CHEMICAL,Not
37112,GENE-N,CHEMICAL,Not
37113,GENE-N,CHEMICAL,Not
37114,CHEMICAL,GENE-N,Antagonist
37115,CHEMICAL,GENE-N,Antagonist
37116,CHEMICAL,GENE-N,Antagonist
37117,CHEMICAL,GENE-N,Antagonist
37118,CHEMICAL,GENE-N,Antagonist
37119,CHEMICAL,GENE-N,Antagonist
37120,CHEMICAL,GENE-N,Antagonist
37121,CHEMICAL,CHEMICAL,Not
37122,CHEMICAL,CHEMICAL,Not
37123,CHEMICAL,CHEMICAL,Not
37124,GENE-N,CHEMICAL,Not
37125,CHEMICAL,CHEMICAL,Not
37126,CHEMICAL,CHEMICAL,Not
37127,CHEMICAL,CHEMICAL,Not
37128,CHEMICAL,CHEMICAL,Not
37129,GENE-N,CHEMICAL,Not
37130,CHEMICAL,CHEMICAL,Not
37131,GENE-N,CHEMICAL,Not
37132,CHEMICAL,CHEMICAL,Not
37133,CHEMICAL,CHEMICAL,Not
37134,CHEMICAL,CHEMICAL,Not
37135,GENE-N,CHEMICAL,Not
37136,CHEMICAL,CHEMICAL,Not
37137,CHEMICAL,CHEMICAL,Not
37138,CHEMICAL,CHEMICAL,Not
37139,CHEMICAL,CHEMICAL,Not
37140,CHEMICAL,CHEMICAL,Not
37141,GENE-N,CHEMICAL,Not
37142,CHEMICAL,CHEMICAL,Not
37143,CHEMICAL,CHEMICAL,Not
37144,CHEMICAL,CHEMICAL,Not
37145,CHEMICAL,CHEMICAL,Not
37146,CHEMICAL,CHEMICAL,Not
37147,CHEMICAL,CHEMICAL,Not
37148,CHEMICAL,CHEMICAL,Not
37149,CHEMICAL,CHEMICAL,Not
37150,CHEMICAL,CHEMICAL,Not
37151,GENE-N,CHEMICAL,Not
37152,CHEMICAL,CHEMICAL,Not
37153,CHEMICAL,CHEMICAL,Not
37154,CHEMICAL,CHEMICAL,Not
37155,CHEMICAL,CHEMICAL,Not
37156,CHEMICAL,CHEMICAL,Not
37157,CHEMICAL,CHEMICAL,Not
37158,CHEMICAL,CHEMICAL,Not
37159,CHEMICAL,CHEMICAL,Not
37160,CHEMICAL,CHEMICAL,Not
37161,CHEMICAL,CHEMICAL,Not
37162,CHEMICAL,CHEMICAL,Not
37163,CHEMICAL,CHEMICAL,Not
37164,CHEMICAL,GENE-N,Upregulator
37165,GENE-N,CHEMICAL,Not
37166,CHEMICAL,CHEMICAL,Not
37167,CHEMICAL,CHEMICAL,Not
37168,CHEMICAL,CHEMICAL,Not
37169,CHEMICAL,CHEMICAL,Not
37170,CHEMICAL,CHEMICAL,Not
37171,CHEMICAL,CHEMICAL,Not
37172,CHEMICAL,CHEMICAL,Not
37173,CHEMICAL,CHEMICAL,Not
37174,CHEMICAL,CHEMICAL,Not
37175,CHEMICAL,CHEMICAL,Not
37176,CHEMICAL,CHEMICAL,Not
37177,CHEMICAL,CHEMICAL,Not
37178,CHEMICAL,CHEMICAL,Not
37179,CHEMICAL,CHEMICAL,Not
37180,CHEMICAL,CHEMICAL,Not
37181,CHEMICAL,CHEMICAL,Not
37182,CHEMICAL,CHEMICAL,Not
37183,CHEMICAL,CHEMICAL,Not
37184,CHEMICAL,CHEMICAL,Not
37185,CHEMICAL,CHEMICAL,Not
37186,CHEMICAL,CHEMICAL,Not
37187,CHEMICAL,CHEMICAL,Not
37188,CHEMICAL,CHEMICAL,Not
37189,CHEMICAL,CHEMICAL,Not
37190,CHEMICAL,CHEMICAL,Not
37191,CHEMICAL,CHEMICAL,Not
37192,CHEMICAL,CHEMICAL,Not
37193,CHEMICAL,CHEMICAL,Not
37194,CHEMICAL,CHEMICAL,Not
37195,CHEMICAL,CHEMICAL,Not
37196,CHEMICAL,CHEMICAL,Not
37197,CHEMICAL,CHEMICAL,Not
37198,CHEMICAL,CHEMICAL,Not
37199,CHEMICAL,CHEMICAL,Not
37200,CHEMICAL,CHEMICAL,Not
37201,CHEMICAL,CHEMICAL,Not
37202,CHEMICAL,CHEMICAL,Not
37203,CHEMICAL,CHEMICAL,Not
37204,CHEMICAL,CHEMICAL,Not
37205,CHEMICAL,CHEMICAL,Not
37206,CHEMICAL,CHEMICAL,Not
37207,CHEMICAL,CHEMICAL,Not
37208,CHEMICAL,CHEMICAL,Not
37209,CHEMICAL,CHEMICAL,Not
37210,CHEMICAL,CHEMICAL,Not
37211,CHEMICAL,CHEMICAL,Not
37212,CHEMICAL,CHEMICAL,Not
37213,CHEMICAL,CHEMICAL,Not
37214,CHEMICAL,CHEMICAL,Not
37215,CHEMICAL,CHEMICAL,Not
37216,CHEMICAL,CHEMICAL,Not
37217,CHEMICAL,CHEMICAL,Not
37218,CHEMICAL,CHEMICAL,Not
37219,CHEMICAL,CHEMICAL,Not
37220,CHEMICAL,GENE-N,Upregulator
37221,CHEMICAL,CHEMICAL,Not
37222,CHEMICAL,CHEMICAL,Not
37223,CHEMICAL,CHEMICAL,Not
37224,CHEMICAL,CHEMICAL,Not
37225,CHEMICAL,GENE-N,Not
37226,CHEMICAL,CHEMICAL,Not
37227,CHEMICAL,CHEMICAL,Not
37228,CHEMICAL,GENE-N,Not
37229,GENE-N,CHEMICAL,Not
37230,GENE-N,CHEMICAL,Not
37231,GENE-N,CHEMICAL,Not
37232,GENE-Y,GENE-Y,Not
37233,GENE-Y,GENE-Y,Not
37234,CHEMICAL,GENE-Y,Upregulator
37235,CHEMICAL,GENE-Y,Upregulator
37236,GENE-Y,CHEMICAL,Not
37237,GENE-Y,GENE-Y,Not
37238,GENE-Y,CHEMICAL,Not
37239,GENE-Y,GENE-Y,Not
37240,GENE-Y,GENE-Y,Not
37241,GENE-Y,GENE-Y,Not
37242,GENE-Y,GENE-Y,Not
37243,GENE-Y,GENE-Y,Not
37244,GENE-Y,GENE-Y,Not
37245,GENE-Y,GENE-Y,Not
37246,CHEMICAL,CHEMICAL,Not
37247,CHEMICAL,CHEMICAL,Not
37248,CHEMICAL,GENE-Y,Upregulator
37249,CHEMICAL,GENE-Y,Upregulator
37250,CHEMICAL,GENE-Y,Upregulator
37251,CHEMICAL,GENE-Y,Upregulator
37252,GENE-Y,CHEMICAL,Not
37253,GENE-Y,GENE-Y,Not
37254,GENE-Y,GENE-Y,Not
37255,GENE-Y,GENE-Y,Not
37256,GENE-Y,CHEMICAL,Not
37257,GENE-Y,GENE-Y,Not
37258,GENE-Y,GENE-Y,Not
37259,GENE-Y,GENE-Y,Not
37260,GENE-Y,CHEMICAL,Not
37261,GENE-Y,GENE-Y,Not
37262,GENE-Y,GENE-Y,Not
37263,GENE-Y,GENE-Y,Not
37264,GENE-Y,CHEMICAL,Not
37265,GENE-Y,GENE-Y,Not
37266,GENE-Y,GENE-Y,Not
37267,GENE-Y,GENE-Y,Not
37268,CHEMICAL,GENE-Y,Upregulator
37269,CHEMICAL,GENE-Y,Upregulator
37270,CHEMICAL,GENE-N,Upregulator
37271,CHEMICAL,GENE-Y,Upregulator
37272,CHEMICAL,CHEMICAL,Not
37273,CHEMICAL,CHEMICAL,Not
37274,CHEMICAL,GENE-Y,Not
37275,CHEMICAL,GENE-Y,Not
37276,CHEMICAL,GENE-N,Not
37277,CHEMICAL,GENE-Y,Not
37278,GENE-Y,CHEMICAL,Not
37279,GENE-Y,CHEMICAL,Not
37280,GENE-Y,GENE-Y,Not
37281,GENE-Y,GENE-N,Not
37282,GENE-Y,GENE-Y,Not
37283,GENE-Y,CHEMICAL,Not
37284,GENE-Y,CHEMICAL,Not
37285,GENE-Y,GENE-Y,Not
37286,GENE-Y,GENE-N,Not
37287,GENE-Y,GENE-Y,Not
37288,GENE-N,CHEMICAL,Not
37289,GENE-N,CHEMICAL,Not
37290,GENE-N,GENE-Y,Not
37291,GENE-N,GENE-Y,Not
37292,GENE-N,GENE-Y,Not
37293,GENE-Y,CHEMICAL,Not
37294,GENE-Y,CHEMICAL,Not
37295,GENE-Y,GENE-Y,Not
37296,GENE-Y,GENE-Y,Not
37297,GENE-Y,GENE-N,Not
37298,CHEMICAL,GENE-Y,Antagonist
37299,CHEMICAL,GENE-Y,Upregulator
37300,CHEMICAL,CHEMICAL,Not
37301,CHEMICAL,CHEMICAL,Not
37302,GENE-Y,CHEMICAL,Not
37303,GENE-Y,CHEMICAL,Not
37304,CHEMICAL,CHEMICAL,Not
37305,CHEMICAL,CHEMICAL,Not
37306,CHEMICAL,GENE-Y,Upregulator
37307,CHEMICAL,GENE-N,Upregulator
37308,CHEMICAL,GENE-Y,Upregulator
37309,CHEMICAL,GENE-Y,Downregulator
37310,CHEMICAL,GENE-N,Downregulator
37311,CHEMICAL,GENE-Y,Downregulator
37312,CHEMICAL,CHEMICAL,Not
37313,CHEMICAL,CHEMICAL,Not
37314,GENE-Y,CHEMICAL,Not
37315,GENE-Y,CHEMICAL,Not
37316,GENE-Y,GENE-N,Not
37317,GENE-Y,GENE-Y,Not
37318,GENE-N,CHEMICAL,Not
37319,GENE-N,CHEMICAL,Not
37320,GENE-N,GENE-Y,Not
37321,GENE-N,GENE-Y,Not
37322,GENE-Y,CHEMICAL,Not
37323,GENE-Y,CHEMICAL,Not
37324,GENE-Y,GENE-Y,Not
37325,GENE-Y,GENE-N,Not
37326,CHEMICAL,GENE-Y,Upregulator
37327,CHEMICAL,GENE-Y,Upregulator
37328,CHEMICAL,GENE-Y,Upregulator
37329,CHEMICAL,GENE-N,Upregulator
37330,GENE-Y,CHEMICAL,Not
37331,GENE-Y,GENE-Y,Not
37332,GENE-Y,GENE-Y,Not
37333,GENE-Y,GENE-N,Not
37334,GENE-Y,CHEMICAL,Not
37335,GENE-Y,GENE-Y,Not
37336,GENE-Y,GENE-Y,Not
37337,GENE-Y,GENE-N,Not
37338,GENE-Y,CHEMICAL,Not
37339,GENE-Y,GENE-Y,Not
37340,GENE-Y,GENE-Y,Not
37341,GENE-Y,GENE-N,Not
37342,GENE-N,CHEMICAL,Not
37343,GENE-N,GENE-Y,Not
37344,GENE-N,GENE-Y,Not
37345,GENE-N,GENE-Y,Not
37346,GENE-Y,GENE-Y,Not
37347,GENE-Y,GENE-Y,Not
37348,CHEMICAL,GENE-Y,Upregulator
37349,GENE-Y,CHEMICAL,Not
37350,CHEMICAL,GENE-Y,Upregulator
37351,CHEMICAL,GENE-Y,Upregulator
37352,CHEMICAL,GENE-Y,Upregulator
37353,CHEMICAL,GENE-Y,Upregulator
37354,CHEMICAL,CHEMICAL,Not
37355,CHEMICAL,CHEMICAL,Not
37356,GENE-Y,CHEMICAL,Not
37357,GENE-Y,CHEMICAL,Not
37358,GENE-Y,GENE-Y,Not
37359,GENE-Y,CHEMICAL,Not
37360,GENE-Y,CHEMICAL,Not
37361,GENE-Y,GENE-Y,Not
37362,CHEMICAL,GENE-N,Not
37363,CHEMICAL,GENE-N,Not
37364,GENE-N,CHEMICAL,Not
37365,GENE-N,GENE-N,Not
37366,GENE-N,CHEMICAL,Not
37367,GENE-N,GENE-N,Not
37368,CHEMICAL,GENE-N,Not
37369,CHEMICAL,GENE-N,Not
37370,CHEMICAL,GENE-N,Not
37371,CHEMICAL,GENE-N,Not
37372,GENE-N,CHEMICAL,Not
37373,GENE-N,GENE-N,Not
37374,GENE-N,GENE-N,Not
37375,GENE-N,GENE-N,Not
37376,GENE-N,CHEMICAL,Not
37377,GENE-N,GENE-N,Not
37378,GENE-N,GENE-N,Not
37379,GENE-N,GENE-N,Not
37380,GENE-N,CHEMICAL,Not
37381,GENE-N,GENE-N,Not
37382,GENE-N,GENE-N,Not
37383,GENE-N,GENE-N,Not
37384,GENE-N,CHEMICAL,Not
37385,GENE-N,GENE-N,Not
37386,GENE-N,GENE-N,Not
37387,GENE-N,GENE-N,Not
37388,CHEMICAL,CHEMICAL,Not
37389,CHEMICAL,GENE-N,Not
37390,CHEMICAL,GENE-N,Not
37391,CHEMICAL,GENE-N,Not
37392,CHEMICAL,CHEMICAL,Not
37393,CHEMICAL,GENE-N,Not
37394,CHEMICAL,GENE-N,Not
37395,CHEMICAL,GENE-N,Not
37396,GENE-N,CHEMICAL,Not
37397,GENE-N,CHEMICAL,Not
37398,GENE-N,GENE-N,Not
37399,GENE-N,GENE-N,Not
37400,GENE-N,CHEMICAL,Not
37401,GENE-N,CHEMICAL,Not
37402,GENE-N,GENE-N,Not
37403,GENE-N,GENE-N,Not
37404,GENE-N,CHEMICAL,Not
37405,GENE-N,CHEMICAL,Not
37406,GENE-N,GENE-N,Not
37407,GENE-N,GENE-N,Not
37408,CHEMICAL,GENE-Y,Upregulator
37409,CHEMICAL,GENE-N,Upregulator
37410,CHEMICAL,GENE-Y,Upregulator
37411,CHEMICAL,CHEMICAL,Not
37412,CHEMICAL,CHEMICAL,Not
37413,CHEMICAL,GENE-N,Not
37414,GENE-Y,CHEMICAL,Not
37415,GENE-Y,CHEMICAL,Not
37416,GENE-Y,GENE-N,Not
37417,GENE-N,CHEMICAL,Not
37418,GENE-N,CHEMICAL,Not
37419,GENE-N,GENE-Y,Not
37420,CHEMICAL,GENE-Y,Upregulator
37421,GENE-Y,CHEMICAL,Not
37422,CHEMICAL,GENE-Y,Upregulator
37423,CHEMICAL,GENE-Y,Upregulator
37424,CHEMICAL,GENE-Y,Upregulator
37425,CHEMICAL,GENE-Y,Upregulator
37426,CHEMICAL,CHEMICAL,Not
37427,CHEMICAL,GENE-N,Not
37428,CHEMICAL,GENE-N,Not
37429,CHEMICAL,CHEMICAL,Not
37430,CHEMICAL,GENE-N,Not
37431,CHEMICAL,GENE-N,Not
37432,GENE-Y,CHEMICAL,Not
37433,GENE-Y,CHEMICAL,Not
37434,GENE-Y,GENE-Y,Not
37435,GENE-Y,GENE-N,Not
37436,GENE-Y,GENE-N,Not
37437,GENE-Y,CHEMICAL,Not
37438,GENE-Y,CHEMICAL,Not
37439,GENE-Y,GENE-Y,Not
37440,GENE-Y,GENE-N,Not
37441,GENE-Y,GENE-N,Not
37442,GENE-N,CHEMICAL,Not
37443,GENE-N,CHEMICAL,Not
37444,GENE-N,GENE-Y,Not
37445,GENE-N,GENE-Y,Not
37446,GENE-N,GENE-N,Not
37447,GENE-N,CHEMICAL,Not
37448,GENE-N,CHEMICAL,Not
37449,GENE-N,GENE-Y,Not
37450,GENE-N,GENE-Y,Not
37451,GENE-N,GENE-N,Not
37452,GENE-N,GENE-N,Not
37453,GENE-N,GENE-N,Not
37454,GENE-N,GENE-N,Not
37455,GENE-N,GENE-N,Not
37456,GENE-N,GENE-N,Not
37457,GENE-N,GENE-N,Not
37458,GENE-N,GENE-N,Not
37459,GENE-N,GENE-N,Not
37460,GENE-Y,GENE-Y,Not
37461,GENE-Y,GENE-N,Not
37462,GENE-Y,GENE-Y,Not
37463,GENE-Y,GENE-Y,Not
37464,GENE-Y,GENE-Y,Not
37465,GENE-Y,GENE-Y,Not
37466,GENE-Y,GENE-N,Not
37467,GENE-Y,GENE-Y,Not
37468,GENE-Y,GENE-Y,Not
37469,GENE-Y,GENE-Y,Not
37470,GENE-N,GENE-Y,Not
37471,GENE-N,GENE-Y,Not
37472,GENE-N,GENE-Y,Not
37473,GENE-N,GENE-Y,Not
37474,GENE-N,GENE-Y,Not
37475,GENE-Y,GENE-Y,Not
37476,GENE-Y,GENE-Y,Not
37477,GENE-Y,GENE-N,Not
37478,GENE-Y,GENE-Y,Not
37479,GENE-Y,GENE-Y,Not
37480,GENE-Y,GENE-Y,Not
37481,GENE-Y,GENE-Y,Not
37482,GENE-Y,GENE-N,Not
37483,GENE-Y,GENE-Y,Not
37484,GENE-Y,GENE-Y,Not
37485,GENE-Y,GENE-Y,Not
37486,GENE-Y,GENE-Y,Not
37487,GENE-Y,GENE-N,Not
37488,GENE-Y,GENE-Y,Not
37489,GENE-Y,GENE-Y,Not
37490,GENE-N,GENE-N,Not
37491,GENE-N,GENE-N,Not
37492,GENE-N,GENE-N,Not
37493,GENE-N,GENE-Y,Not
37494,GENE-N,GENE-N,Not
37495,GENE-N,GENE-N,Not
37496,GENE-N,GENE-N,Not
37497,GENE-N,GENE-Y,Not
37498,GENE-N,GENE-N,Not
37499,GENE-N,GENE-N,Not
37500,GENE-N,GENE-N,Not
37501,GENE-N,GENE-Y,Not
37502,GENE-N,GENE-N,Not
37503,GENE-N,GENE-N,Not
37504,GENE-N,GENE-N,Not
37505,GENE-N,GENE-Y,Not
37506,GENE-Y,GENE-N,Not
37507,GENE-Y,GENE-N,Not
37508,GENE-Y,GENE-N,Not
37509,GENE-Y,GENE-N,Not
37510,GENE-Y,GENE-N,Not
37511,GENE-Y,GENE-Y,Not
37512,GENE-N,GENE-Y,Not
37513,GENE-N,GENE-Y,Not
37514,GENE-N,GENE-Y,Not
37515,CHEMICAL,GENE-N,Not
37516,GENE-Y,CHEMICAL,Not
37517,GENE-Y,GENE-N,Not
37518,GENE-N,GENE-N,Not
37519,GENE-N,GENE-N,Not
37520,CHEMICAL,GENE-Y,Not
37521,GENE-Y,GENE-N,Not
37522,CHEMICAL,GENE-N,Not
37523,GENE-Y,GENE-N,Not
37524,GENE-Y,GENE-Y,Not
37525,GENE-N,GENE-N,Not
37526,GENE-Y,GENE-N,Not
37527,GENE-N,CHEMICAL,Not
37528,GENE-N,GENE-Y,Not
37529,GENE-N,GENE-Y,Not
37530,GENE-N,CHEMICAL,Not
37531,GENE-Y,GENE-Y,Not
37532,GENE-Y,GENE-Y,Not
37533,GENE-N,GENE-N,Not
37534,GENE-N,GENE-Y,Not
37535,GENE-N,GENE-Y,Not
37536,GENE-N,GENE-Y,Not
37537,GENE-N,GENE-N,Not
37538,GENE-N,GENE-Y,Not
37539,GENE-Y,GENE-Y,Not
37540,GENE-Y,GENE-Y,Not
37541,GENE-Y,GENE-Y,Not
37542,GENE-N,GENE-N,Not
37543,GENE-Y,CHEMICAL,Not
37544,GENE-N,GENE-Y,Not
37545,GENE-N,GENE-N,Not
37546,GENE-N,GENE-N,Not
37547,GENE-N,GENE-N,Not
37548,GENE-Y,GENE-N,Not
37549,GENE-Y,CHEMICAL,Not
37550,GENE-N,GENE-Y,Not
37551,GENE-N,GENE-Y,Not
37552,GENE-Y,GENE-N,Not
37553,GENE-N,GENE-Y,Not
37554,CHEMICAL,GENE-N,Not
37555,GENE-Y,GENE-Y,Not
37556,GENE-N,GENE-Y,Not
37557,GENE-Y,GENE-Y,Not
37558,GENE-Y,GENE-N,Not
37559,GENE-Y,GENE-N,Not
37560,GENE-Y,GENE-N,Not
37561,GENE-N,GENE-Y,Not
37562,GENE-Y,GENE-Y,Not
37563,GENE-Y,GENE-Y,Not
37564,GENE-Y,GENE-Y,Not
37565,GENE-Y,GENE-Y,Not
37566,GENE-Y,GENE-Y,Not
37567,GENE-Y,GENE-Y,Not
37568,GENE-N,GENE-N,Not
37569,GENE-N,GENE-Y,Not
37570,GENE-N,GENE-Y,Not
37571,GENE-N,GENE-N,Not
37572,GENE-N,GENE-Y,Not
37573,GENE-N,GENE-Y,Not
37574,GENE-Y,GENE-N,Not
37575,GENE-Y,GENE-N,Not
37576,GENE-Y,GENE-Y,Not
37577,GENE-Y,GENE-N,Not
37578,GENE-Y,GENE-N,Not
37579,GENE-Y,GENE-Y,Not
37580,GENE-N,GENE-N,Not
37581,GENE-N,GENE-N,Not
37582,GENE-N,GENE-N,Not
37583,GENE-N,GENE-N,Not
37584,GENE-N,GENE-N,Not
37585,GENE-N,GENE-N,Not
37586,CHEMICAL,CHEMICAL,Not
37587,CHEMICAL,CHEMICAL,Not
37588,CHEMICAL,CHEMICAL,Not
37589,CHEMICAL,CHEMICAL,Not
37590,CHEMICAL,CHEMICAL,Not
37591,CHEMICAL,CHEMICAL,Not
37592,CHEMICAL,CHEMICAL,Not
37593,CHEMICAL,CHEMICAL,Not
37594,CHEMICAL,CHEMICAL,Not
37595,CHEMICAL,CHEMICAL,Not
37596,CHEMICAL,CHEMICAL,Not
37597,CHEMICAL,CHEMICAL,Not
37598,CHEMICAL,CHEMICAL,Not
37599,CHEMICAL,CHEMICAL,Not
37600,CHEMICAL,CHEMICAL,Not
37601,CHEMICAL,CHEMICAL,Not
37602,CHEMICAL,CHEMICAL,Not
37603,CHEMICAL,CHEMICAL,Not
37604,CHEMICAL,CHEMICAL,Not
37605,CHEMICAL,CHEMICAL,Not
37606,CHEMICAL,GENE-Y,Upregulator
37607,CHEMICAL,CHEMICAL,Not
37608,CHEMICAL,CHEMICAL,Not
37609,CHEMICAL,GENE-Y,Not
37610,CHEMICAL,CHEMICAL,Not
37611,CHEMICAL,CHEMICAL,Not
37612,CHEMICAL,CHEMICAL,Not
37613,CHEMICAL,CHEMICAL,Not
37614,CHEMICAL,GENE-Y,Not
37615,GENE-Y,CHEMICAL,Not
37616,GENE-Y,CHEMICAL,Not
37617,GENE-Y,CHEMICAL,Not
37618,CHEMICAL,CHEMICAL,Not
37619,CHEMICAL,CHEMICAL,Not
37620,CHEMICAL,GENE-N,Not
37621,GENE-N,CHEMICAL,Not
37622,CHEMICAL,CHEMICAL,Not
37623,CHEMICAL,CHEMICAL,Not
37624,CHEMICAL,CHEMICAL,Not
37625,CHEMICAL,CHEMICAL,Not
37626,CHEMICAL,GENE-N,Upregulator
37627,CHEMICAL,GENE-Y,Upregulator
37628,CHEMICAL,GENE-N,Downregulator
37629,GENE-N,CHEMICAL,Not
37630,GENE-N,GENE-Y,Not
37631,GENE-N,GENE-N,Not
37632,GENE-Y,CHEMICAL,Not
37633,GENE-Y,GENE-N,Not
37634,GENE-Y,GENE-N,Not
37635,GENE-N,CHEMICAL,Not
37636,GENE-N,GENE-N,Not
37637,GENE-N,GENE-Y,Not
37638,CHEMICAL,GENE-Y,Downregulator
37639,CHEMICAL,CHEMICAL,Not
37640,CHEMICAL,CHEMICAL,Not
37641,CHEMICAL,GENE-Y,Not
37642,GENE-Y,CHEMICAL,Not
37643,GENE-Y,CHEMICAL,Not
37644,GENE-N,GENE-N,Not
37645,GENE-N,GENE-N,Not
37646,GENE-N,GENE-Y,Not
37647,GENE-N,GENE-Y,Not
37648,GENE-N,GENE-Y,Not
37649,GENE-N,GENE-N,Not
37650,GENE-N,GENE-N,Not
37651,GENE-N,GENE-Y,Not
37652,GENE-N,GENE-Y,Not
37653,GENE-N,GENE-Y,Not
37654,GENE-N,GENE-N,Not
37655,GENE-N,GENE-N,Not
37656,GENE-N,GENE-Y,Not
37657,GENE-N,GENE-Y,Not
37658,GENE-N,GENE-Y,Not
37659,GENE-Y,GENE-N,Not
37660,GENE-Y,GENE-N,Not
37661,GENE-Y,GENE-N,Not
37662,GENE-Y,GENE-Y,Not
37663,GENE-Y,GENE-Y,Not
37664,GENE-Y,GENE-N,Not
37665,GENE-Y,GENE-N,Not
37666,GENE-Y,GENE-N,Not
37667,GENE-Y,GENE-Y,Not
37668,GENE-Y,GENE-Y,Not
37669,GENE-Y,GENE-N,Not
37670,GENE-Y,GENE-N,Not
37671,GENE-Y,GENE-N,Not
37672,GENE-Y,GENE-Y,Not
37673,GENE-Y,GENE-Y,Not
37674,CHEMICAL,GENE-Y,Upregulator
37675,GENE-Y,CHEMICAL,Not
37676,CHEMICAL,GENE-Y,Downregulator
37677,GENE-Y,CHEMICAL,Not
37678,GENE-Y,GENE-Y,Not
37679,GENE-Y,GENE-N,Not
37680,GENE-Y,GENE-Y,Not
37681,GENE-Y,GENE-Y,Not
37682,GENE-Y,GENE-N,Not
37683,GENE-Y,GENE-Y,Not
37684,GENE-N,GENE-Y,Not
37685,GENE-N,GENE-Y,Not
37686,GENE-N,GENE-Y,Not
37687,GENE-Y,GENE-Y,Not
37688,GENE-Y,GENE-Y,Not
37689,GENE-Y,GENE-N,Not
37690,GENE-N,GENE-Y,Not
37691,GENE-N,GENE-N,Not
37692,GENE-N,GENE-Y,Not
37693,GENE-N,GENE-N,Not
37694,GENE-Y,GENE-N,Not
37695,GENE-Y,GENE-N,Not
37696,GENE-Y,GENE-Y,Not
37697,GENE-Y,GENE-N,Not
37698,GENE-N,GENE-N,Not
37699,GENE-N,GENE-Y,Not
37700,GENE-N,GENE-Y,Not
37701,GENE-N,GENE-N,Not
37702,GENE-Y,GENE-N,Not
37703,GENE-Y,GENE-Y,Not
37704,GENE-Y,GENE-N,Not
37705,GENE-Y,GENE-N,Not
37706,GENE-N,GENE-N,Not
37707,GENE-N,GENE-Y,Not
37708,GENE-N,GENE-N,Not
37709,GENE-N,GENE-Y,Not
37710,GENE-N,GENE-N,Not
37711,GENE-N,GENE-Y,Not
37712,GENE-N,GENE-N,Not
37713,GENE-N,GENE-Y,Not
37714,GENE-Y,GENE-N,Not
37715,GENE-Y,GENE-N,Not
37716,CHEMICAL,CHEMICAL,Not
37717,CHEMICAL,CHEMICAL,Not
37718,CHEMICAL,GENE-N,Downregulator
37719,CHEMICAL,GENE-Y,Downregulator
37720,CHEMICAL,GENE-Y,Downregulator
37721,CHEMICAL,GENE-N,Downregulator
37722,CHEMICAL,GENE-Y,Downregulator
37723,CHEMICAL,GENE-Y,Downregulator
37724,CHEMICAL,GENE-N,Downregulator
37725,GENE-Y,GENE-Y,Not
37726,CHEMICAL,GENE-N,Not
37727,GENE-N,GENE-N,Not
37728,CHEMICAL,GENE-N,Not
37729,GENE-Y,CHEMICAL,Not
37730,GENE-N,GENE-Y,Not
37731,GENE-Y,GENE-Y,Not
37732,GENE-Y,GENE-Y,Not
37733,GENE-Y,GENE-N,Not
37734,GENE-N,GENE-Y,Not
37735,CHEMICAL,GENE-Y,Not
37736,GENE-N,GENE-N,Not
37737,GENE-Y,GENE-N,Not
37738,CHEMICAL,GENE-N,Not
37739,GENE-Y,CHEMICAL,Not
37740,GENE-N,GENE-N,Not
37741,GENE-Y,GENE-N,Not
37742,GENE-Y,GENE-Y,Not
37743,GENE-Y,GENE-Y,Not
37744,GENE-Y,GENE-N,Not
37745,GENE-Y,GENE-Y,Not
37746,GENE-Y,CHEMICAL,Not
37747,GENE-N,GENE-Y,Not
37748,GENE-Y,CHEMICAL,Not
37749,GENE-Y,GENE-N,Not
37750,GENE-Y,CHEMICAL,Not
37751,CHEMICAL,CHEMICAL,Not
37752,CHEMICAL,GENE-Y,Not
37753,GENE-N,GENE-Y,Not
37754,GENE-N,GENE-N,Not
37755,GENE-N,GENE-Y,Not
37756,GENE-N,CHEMICAL,Not
37757,GENE-Y,GENE-Y,Not
37758,GENE-N,CHEMICAL,Not
37759,GENE-Y,GENE-Y,Not
37760,GENE-N,CHEMICAL,Not
37761,GENE-N,GENE-Y,Not
37762,GENE-Y,GENE-N,Not
37763,GENE-N,CHEMICAL,Not
37764,GENE-N,GENE-N,Not
37765,GENE-Y,GENE-Y,Not
37766,GENE-N,CHEMICAL,Not
37767,GENE-N,GENE-Y,Not
37768,CHEMICAL,GENE-Y,Downregulator
37769,CHEMICAL,GENE-Y,Downregulator
37770,GENE-Y,CHEMICAL,Not
37771,GENE-Y,GENE-Y,Not
37772,GENE-Y,CHEMICAL,Not
37773,GENE-Y,GENE-Y,Not
37774,CHEMICAL,GENE-Y,Not
37775,GENE-Y,CHEMICAL,Not
37776,CHEMICAL,GENE-Y,Downregulator
37777,CHEMICAL,GENE-Y,Not
37778,CHEMICAL,GENE-Y,Not
37779,CHEMICAL,GENE-Y,Not
37780,CHEMICAL,GENE-Y,Not
37781,CHEMICAL,GENE-Y,Downregulator
37782,CHEMICAL,GENE-Y,Downregulator
37783,GENE-Y,GENE-Y,Not
37784,GENE-Y,GENE-Y,Not
37785,GENE-Y,GENE-Y,Not
37786,GENE-Y,CHEMICAL,Not
37787,GENE-Y,GENE-Y,Not
37788,GENE-Y,GENE-Y,Not
37789,GENE-Y,CHEMICAL,Not
